DBN,female_percent,male_percent,poverty_percent,avg_home_value_sqft,district_admin_code,grade8_english,grade8_math,regents_algebra,regents_english,regents_history_global,regents_living_environ,sat_reading,sat_math,sat_writing,college_readiness_index,cuny_2yr,cuny_4yr,college_career_readiness_index,enrollment,graduation_rate,college_nys_private,college_nys_public,college_out_of_state,asian_percent,black_percent,ell_percent,hispanic_percent,self-contained_percent,disability_percent,white_percent,cte_percent,arts_percent,ap_exams_percent_scoring_3plus,act_percent_took_exam,sat_percent_took_exam,post-secondary_enroll_rate,student_attendance_rate,school_environment_survey,teacher_attendance,principal_year_exp,zip_code,dropouts_percent,major_crimes,violation_offenses,school_day_length,sat_score_overall,regents_score_overall,population_diversity,grade8_proficiency,all_crime,label
1502M392,0.413242012262,0.58675801754,0.767123281956,391.916666667,2.0,2.34,2.26,62.0,76.0,69.0,75.0,407.0,410.0,399.0,0.394,0.16,0.053,0.475,438.0,0.869,0.08,0.173,0.133,0.034,0.281,0.055,0.621,0.005,0.183,0.039,0.071,0.0,0.01,0.02,0.697,0.627,0.856,0.82,0.972,6.0,10011.0,0.080808081,2394.0,1104.0,405.0,1216.0,282.0,0.491549243918,4.6,3498.0,0
1502M393,0.278396427631,0.721603572369,1.0,391.916666667,2.0,2.22,2.16,63.0,70.0,60.0,65.0,386.0,395.0,371.0,0.234,0.14,0.04,0.753,449.0,0.701,0.16,0.12,0.04,0.022,0.354,0.073,0.595,0.0,0.223,0.016,0.195,0.0,0.039,0.169,0.675,0.51,0.847,0.85,0.973,6.0,10019.0,0.066666667,2061.0,692.0,400.0,1152.0,258.0,0.492810795663,4.38,2753.0,0
1502M399,0.558352410793,0.441647589207,0.846681892872,1727.91666667,2.0,2.44,2.4,69.0,71.0,65.0,72.0,433.0,446.0,411.0,0.262,0.088,0.105,0.19,437.0,0.714,0.035,0.105,0.123,0.311,0.204,0.121,0.403,0.002,0.174,0.057,0.0,0.0,0.071,0.071,0.702,0.456,0.869,0.8,0.978,1.9,10003.0,0.095238095,1022.0,420.0,450.0,1290.0,277.0,0.3197843524,4.84,1442.0,0
1502M400,0.504227519035,0.495772480965,0.732513427734,391.916666667,2.0,2.6,2.55,63.0,73.0,67.0,71.0,454.0,469.0,444.0,0.422,0.171,0.176,0.45,1301.0,0.817,0.126,0.126,0.124,0.151,0.147,0.071,0.629,0.049,0.166,0.066,0.0,0.0,0.278,0.159,0.74,0.732,0.891,0.84,0.971,14.4,10019.0,0.0523077,2061.0,692.0,405.0,1367.0,274.0,0.450694640936,5.15,2753.0,0
1502M407,0.481327801943,0.518672227859,0.180497929454,1727.91666667,2.0,2.87,2.38,65.0,83.0,64.0,67.0,550.0,501.0,541.0,0.429,0.079,0.079,0.314,482.0,0.929,0.132,0.197,0.171,0.058,0.141,0.0,0.149,0.0,0.062,0.565,0.0,0.0,0.0,0.271,0.786,0.671,0.917,0.9,0.978,3.4,10003.0,0.0142857,1022.0,420.0,420.0,1592.0,279.0,0.437481480237,5.25,1442.0,0
1502M408,0.731343269348,0.268656730652,0.305970162153,1611.25,2.0,3.05,2.71,69.0,82.0,77.0,75.0,520.0,496.0,516.0,0.485,0.064,0.043,0.99,536.0,0.979,0.191,0.053,0.213,0.025,0.262,0.002,0.223,0.005,0.126,0.429,0.0,0.979,0.186,0.299,0.722,0.596,0.944,0.84,0.967,10.0,10036.0,0.0,1913.0,488.0,435.0,1532.0,303.0,0.343690351029,5.76,2401.0,0
1502M411,0.596452355385,0.403547674417,0.592017710209,1861.25,2.0,3.26,3.29,77.0,85.0,87.0,86.0,526.0,592.0,531.0,0.981,0.028,0.364,1.0,451.0,1.0,0.131,0.262,0.103,0.548,0.062,0.002,0.149,0.002,0.1,0.228,0.0,0.0,0.467,0.276,0.943,0.907,0.975,0.9,0.963,11.2,10010.0,0.0,1208.0,608.0,390.0,1649.0,335.0,0.388364852505,6.55,1816.0,1
1502M412,0.551959097385,0.448040872812,0.33901193738,391.916666667,2.0,3.28,3.17,77.0,71.0,82.0,85.0,550.0,595.0,555.0,0.828,0.016,0.214,0.718,587.0,0.963,0.103,0.214,0.262,0.276,0.06,0.002,0.155,0.0,0.15,0.46,0.0,0.0,0.429,0.411,0.798,0.81,0.942,0.89,0.964,8.8,10011.0,0.0,1022.0,420.0,410.0,1700.0,315.0,0.3487402159,6.45,1442.0,1
1502M413,0.507713913918,0.492286115885,0.371668994427,1861.25,2.0,3.05,2.77,65.0,83.0,64.0,67.0,533.0,534.0,522.0,0.899,0.122,0.144,0.989,713.0,0.966,0.156,0.167,0.122,0.144,0.117,0.005,0.304,0.0,0.148,0.359,0.0,0.0,0.27,0.169,0.899,0.722,0.941,0.88,0.967,7.9,10010.0,0.0,2061.0,692.0,395.0,1589.0,279.0,0.29951884335,5.82,2753.0,1
1502M414,0.552016973495,0.447983026505,0.719745218754,391.916666667,2.0,3.18,3.13,70.0,87.0,89.0,83.0,530.0,560.0,522.0,0.918,0.051,0.354,0.727,471.0,1.0,0.172,0.152,0.091,0.342,0.127,0.006,0.397,0.0,0.076,0.121,0.0,0.0,0.482,0.182,0.9,0.828,0.948,0.84,0.95,10.0,10011.0,0.0,1022.0,420.0,390.0,1612.0,329.0,0.31343945455,6.31,1442.0,1
1502M416,0.595194101334,0.404805928469,0.240295752883,391.916666667,2.0,3.61,3.61,88.0,93.0,91.0,91.0,617.0,641.0,631.0,0.992,0.0,0.219,1.0,541.0,1.0,0.133,0.234,0.367,0.201,0.044,0.0,0.109,0.0,0.059,0.614,0.0,0.0,0.783,0.225,0.86,0.953,0.965,0.92,0.975,7.0,10021.0,0.0,1208.0,608.0,420.0,1889.0,363.0,0.460195256472,7.22,1816.0,1
1502M418,0.63581186533,0.364188164473,0.42792108655,1478.41666667,2.0,3.37,3.22,76.0,81.0,89.0,88.0,560.0,577.0,567.0,0.921,0.068,0.25,0.894,659.0,1.0,0.095,0.223,0.264,0.384,0.076,0.005,0.182,0.005,0.094,0.328,0.0,0.0,0.497,0.417,0.94,0.899,0.964,0.89,0.973,3.0,10004.0,0.00657895,2744.0,855.0,390.0,1704.0,334.0,0.312403018387,6.59,3599.0,1
1502M419,0.532394349575,0.467605620623,0.878873229027,391.916666667,2.0,2.23,2.07,65.0,69.0,64.0,67.0,386.0,386.0,386.0,0.224,0.118,0.059,0.184,355.0,0.52,0.167,0.137,0.02,0.037,0.242,0.104,0.685,0.006,0.245,0.017,0.0,0.0,0.01,0.051,0.306,0.5,0.819,0.83,0.967,3.0,10011.0,0.180851064,2744.0,855.0,395.0,1158.0,265.0,0.550154256043,4.3,3599.0,0
1502M420,0.703125,0.296875,1.0,1727.91666667,2.0,2.71,2.61,72.0,78.0,73.0,73.0,445.0,452.0,430.0,0.516,0.179,0.373,0.884,1664.0,0.9,0.06,0.119,0.052,0.224,0.189,0.043,0.509,0.004,0.124,0.073,0.0,0.0,0.187,0.076,0.869,0.789,0.916,0.87,0.97,5.8,10003.0,0.0200445,1022.0,420.0,405.0,1327.0,296.0,0.35383651928,5.32,1442.0,0
1502M422,0.287234038115,0.712765932083,0.414893627167,391.916666667,2.0,2.56,2.27,66.0,79.0,63.0,77.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,564.0,0.738,0.058,0.075,0.029,0.087,0.219,0.03,0.415,0.011,0.362,0.242,0.0,0.0,0.045,0.04,0.632,0.514,0.89,0.82,0.968,0.9,10011.0,0.0752283935,2061.0,692.0,410.0,1221.5,285.0,0.308743337334,4.83,2753.0,0
1502M425,0.57367670536,0.426323324442,0.741058647633,1381.91666667,2.0,2.33,2.18,61.0,71.0,61.0,65.0,396.0,390.0,392.0,0.148,0.101,0.128,0.284,699.0,0.636,0.081,0.115,0.02,0.039,0.279,0.067,0.619,0.043,0.203,0.044,0.0,0.0,0.16,0.093,0.549,0.459,0.792,0.83,0.972,4.0,10006.0,0.092592593,2061.0,692.0,375.0,1178.0,258.0,0.482624503695,4.51,2753.0,0
1502M427,0.505988001823,0.494011968374,0.829341292381,391.916666667,2.0,1.83,2.07,62.0,66.0,65.0,66.0,334.0,350.0,321.0,0.079,0.24,0.052,0.067,334.0,0.539,0.021,0.021,0.0,0.024,0.048,0.784,0.913,0.003,0.033,0.015,0.0,0.0,0.0,0.0,0.461,0.354,0.851,0.83,0.965,5.0,10016.0,0.238636364,1913.0,488.0,400.0,1005.0,259.0,0.836674,3.9,2401.0,0
1502M429,0.473684221506,0.526315808296,0.947368443012,391.916666667,2.0,2.19,2.03,65.0,71.0,64.0,67.0,409.5,410.0,402.0,0.25,0.114,0.091,0.1,19.0,0.65,0.045,0.045,0.0,0.0,0.368,0.0,0.632,0.0,0.474,0.0,0.0,0.0,0.0,0.05,0.65,0.295,0.828,0.68,0.962,2.9,10457.0,0.0752283935,1500.0,855.0,420.0,1221.5,267.0,0.534848,4.22,2355.0,0
1502M437,0.333333343267,0.666666686535,0.790890276432,391.916666667,2.0,2.28,2.23,58.0,67.0,54.0,64.0,407.0,378.0,388.0,0.085,0.286,0.224,0.034,483.0,0.726,0.051,0.061,0.102,0.064,0.292,0.087,0.594,0.004,0.222,0.033,0.0,0.0,0.0,0.026,0.718,0.724,0.826,0.82,0.97,5.0,10011.0,0.042735,1208.0,608.0,405.0,1173.0,243.0,0.458749918503,4.51,1816.0,0
1502M438,0.439093470573,0.560906529427,0.832861185074,1727.91666667,2.0,1.76,2.17,63.0,56.0,64.0,67.0,330.0,403.0,316.0,0.291,0.097,0.118,0.253,353.0,0.544,0.043,0.054,0.0,0.306,0.142,0.864,0.453,0.0,0.048,0.099,0.0,0.0,0.0,0.089,0.532,0.344,0.835,0.85,0.971,1.0,10003.0,0.166666667,2744.0,855.0,380.0,1049.0,250.0,0.32881,3.93,3599.0,0
1502M439,0.674698770046,0.325301200151,0.759036123753,1861.25,2.0,2.68,2.78,77.0,95.0,80.0,77.0,479.0,522.0,510.0,0.901,0.114,0.386,0.951,415.0,0.975,0.096,0.211,0.149,0.072,0.096,0.027,0.672,0.0,0.113,0.072,0.0,0.0,0.444,0.173,0.988,0.956,0.983,0.9,0.979,15.8,10010.0,0.0123457,2394.0,1104.0,440.0,1511.0,329.0,0.56648199446,5.46,3498.0,1
1502M449,0.539094626904,0.460905343294,0.744855940342,391.916666667,2.0,2.35,2.21,65.0,74.0,64.0,67.0,409.0,431.0,396.0,0.44,0.09,0.189,0.405,486.0,0.733,0.108,0.171,0.027,0.076,0.274,0.078,0.57,0.012,0.218,0.047,0.0,0.0,0.0,0.069,0.638,0.595,0.872,0.89,0.973,3.8,10065.0,0.095652174,1913.0,488.0,420.0,1236.0,270.0,0.436280396839,4.56,2401.0,0
1502M459,0.495626837015,0.504373192787,1.0,391.916666667,2.0,1.87,2.26,65.0,66.0,64.0,67.0,358.0,438.0,382.0,0.471,0.212,0.318,0.186,343.0,0.729,0.03,0.045,0.0,0.294,0.166,0.767,0.411,0.006,0.041,0.122,0.0,0.0,0.0,0.0,0.586,0.606,0.903,0.9,0.973,2.8,10065.0,0.0285714,870.0,427.0,380.0,1178.0,262.0,0.302010346342,4.13,1297.0,0
1502M460,0.444444447756,0.555555582047,0.808080792427,391.916666667,2.0,2.16,2.04,65.0,54.0,52.0,67.0,423.0,423.0,405.0,0.057,0.122,0.056,0.375,99.0,0.511,0.033,0.033,0.061,0.03,0.333,0.172,0.566,0.152,0.343,0.071,0.0,0.0,0.0,0.0,0.295,0.306,0.727,0.88,0.972,3.0,10457.0,0.305882353,1500.0,855.0,420.0,1251.0,238.0,0.437186,4.2,2355.0,0
1502M475,0.412317961454,0.587682068348,0.448725730181,391.916666667,2.0,4.01,4.17,91.0,91.0,94.0,94.0,697.0,754.0,693.0,0.989,0.004,0.12,0.998,3296.0,0.989,0.271,0.196,0.387,0.734,0.008,0.001,0.026,0.0,0.005,0.204,0.0,0.0,0.843,0.439,0.974,0.983,0.965,0.87,0.963,2.9,10282.0,0.00124688,2394.0,1104.0,450.0,2144.0,370.0,0.615073921658,8.18,3498.0,1
1502M489,0.435929656029,0.564070343971,0.791457295418,1381.91666667,2.0,2.55,2.55,69.0,78.0,69.0,74.0,442.0,469.0,447.0,0.447,0.194,0.368,0.462,796.0,0.739,0.065,0.077,0.071,0.217,0.229,0.06,0.471,0.023,0.143,0.072,0.0,0.0,0.161,0.256,0.668,0.8,0.887,0.83,0.959,7.9,10006.0,0.095477387,2744.0,855.0,420.0,1358.0,290.0,0.333859512269,5.1,3599.0,0
1502M500,0.352112680674,0.647887349129,0.873239457607,391.916666667,2.0,2.25,2.15,65.0,75.0,61.0,65.0,385.0,375.0,387.0,0.116,0.193,0.088,0.14,284.0,0.791,0.0,0.053,0.0,0.06,0.275,0.067,0.588,0.007,0.239,0.049,0.0,0.0,0.0,0.0,0.628,0.333,0.864,0.88,0.961,7.9,10016.0,0.095238095,2061.0,692.0,465.0,1147.0,266.0,0.452346779793,4.4,2753.0,0
1502M507,0.213983044028,0.786016941071,1.0,391.916666667,2.0,2.49,2.4,68.0,77.0,75.0,75.0,432.0,445.0,415.0,0.431,0.164,0.122,0.681,472.0,0.888,0.058,0.075,0.029,0.078,0.303,0.021,0.538,0.006,0.191,0.057,0.638,0.0,0.112,0.009,0.784,0.514,0.896,0.85,0.973,4.0,10019.0,0.034188,1575.0,458.0,450.0,1292.0,295.0,0.410031325585,4.89,2033.0,0
1502M519,0.824110686779,0.175889328122,0.52964425087,391.916666667,2.0,3.0,2.66,72.0,83.0,81.0,81.0,498.0,485.0,496.0,0.571,0.12,0.194,0.929,506.0,0.964,0.097,0.166,0.217,0.049,0.334,0.002,0.399,0.0,0.087,0.204,0.0,0.917,0.179,0.214,0.893,0.817,0.934,0.84,0.978,6.9,10065.0,0.0,2394.0,1104.0,430.0,1479.0,317.0,0.323776275566,5.66,3498.0,0
1502M520,0.486096799374,0.513903200626,0.705458283424,1319.33333333,2.0,2.33,2.18,62.0,68.0,57.0,63.0,415.0,418.0,398.0,0.116,0.107,0.148,0.245,971.0,0.478,0.04,0.045,0.022,0.089,0.461,0.107,0.407,0.067,0.203,0.03,0.0,0.0,0.063,0.025,0.443,0.369,0.729,0.73,0.97,0.9,10038.0,0.135483871,732.0,506.0,420.0,1231.0,250.0,0.397252427454,4.51,1238.0,0
1502M529,0.547337293625,0.452662736177,0.767751455307,1611.25,2.0,2.29,2.16,61.0,71.0,63.0,67.0,422.0,418.0,415.0,0.188,0.162,0.098,0.177,676.0,0.634,0.052,0.11,0.023,0.04,0.213,0.059,0.701,0.024,0.186,0.036,0.0,0.0,0.14,0.21,0.538,0.457,0.802,0.79,0.962,11.0,10036.0,0.103825137,732.0,506.0,420.0,1255.0,262.0,0.550623405775,4.45,1238.0,0
1502M531,0.845528483391,0.154471546412,0.796747982502,1611.25,2.0,2.71,2.46,72.0,78.0,70.0,75.0,451.0,425.0,458.0,0.368,0.137,0.157,0.877,246.0,1.0,0.196,0.059,0.176,0.016,0.374,0.037,0.504,0.0,0.126,0.085,0.0,0.877,0.175,0.07,0.895,0.745,0.928,0.9,0.978,2.3,10036.0,0.0,2061.0,692.0,435.0,1334.0,295.0,0.41877695132,5.17,2753.0,0
1502M533,0.727272748947,0.272727280855,0.774294674397,1727.91666667,2.0,2.42,2.35,62.0,70.0,65.0,66.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,319.0,0.738,0.058,0.075,0.029,0.16,0.201,0.103,0.567,0.006,0.144,0.047,0.0,0.0,0.045,0.04,0.632,0.514,0.907,0.82,0.964,3.0,10003.0,0.0752283935,1208.0,608.0,469.0,1221.5,263.0,0.409939776463,4.77,1816.0,0
1502M534,0.570570588112,0.42942944169,0.621621608734,391.916666667,2.0,2.63,2.42,65.0,77.0,64.0,67.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,333.0,0.738,0.058,0.075,0.029,0.069,0.222,0.021,0.523,0.018,0.243,0.168,0.0,0.0,0.045,0.04,0.632,0.514,0.909,0.82,0.974,2.9,10011.0,0.0752283935,1208.0,608.0,417.0,1221.5,273.0,0.368961054583,5.05,1816.0,0
1502M542,0.506616234779,0.493383735418,1.0,391.916666667,2.0,2.07,2.31,70.0,72.0,65.0,73.0,360.0,409.0,347.0,0.418,0.254,0.239,0.885,529.0,0.943,0.099,0.063,0.007,0.0,0.0,0.531,1.0,0.0,0.023,0.0,0.0,0.0,0.68,0.025,0.844,0.683,0.92,0.94,0.971,12.0,10019.0,0.0,1022.0,420.0,465.0,1116.0,280.0,1.0,4.38,1442.0,0
1502M543,0.659863948822,0.340136051178,1.0,1321.16666667,2.0,2.34,2.16,68.0,76.0,64.0,65.0,396.0,381.0,372.0,0.101,0.209,0.088,0.111,441.0,0.747,0.033,0.231,0.0,0.059,0.308,0.054,0.569,0.048,0.265,0.039,0.0,0.0,0.01,0.0,0.737,0.593,0.848,0.85,0.964,12.0,10002.0,0.131313131,1022.0,420.0,376.0,1149.0,273.0,0.445629980276,4.5,1442.0,0
1502M545,0.53125,0.46875,0.858173072338,1321.16666667,2.0,2.64,3.41,83.0,79.0,85.0,83.0,453.0,613.0,463.0,0.814,0.057,0.432,0.948,416.0,0.969,0.114,0.239,0.057,0.889,0.031,0.236,0.055,0.0,0.019,0.017,0.0,0.0,0.907,0.113,0.959,0.898,0.982,0.9,0.993,12.0,10002.0,0.0206186,1208.0,608.0,455.0,1529.0,330.0,0.807463742196,6.05,1816.0,1
1502M546,0.209302321076,0.790697693825,0.729651153088,1727.91666667,2.0,2.5,2.46,69.0,79.0,68.0,75.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,344.0,0.738,0.058,0.075,0.029,0.11,0.288,0.023,0.459,0.0,0.238,0.09,0.0,0.0,0.045,0.04,0.632,0.514,0.925,0.89,0.979,3.0,10003.0,0.0752283935,2394.0,1104.0,411.0,1221.5,291.0,0.349935158991,4.96,3498.0,0
1502M551,0.371364653111,0.628635346889,0.626398205757,1478.41666667,2.0,2.61,2.37,65.0,75.0,69.0,73.0,453.0,446.0,428.0,0.337,0.09,0.124,0.558,447.0,0.779,0.067,0.101,0.112,0.029,0.237,0.027,0.517,0.004,0.219,0.188,0.356,0.0,0.096,0.231,0.788,0.517,0.903,0.79,0.967,0.9,10004.0,0.0288462,1913.0,488.0,465.0,1327.0,282.0,0.381446076274,4.98,2401.0,0
1502M580,0.662544190884,0.337455838919,0.848056554794,1478.41666667,2.0,2.3,2.17,62.0,72.0,58.0,65.0,415.0,411.0,409.0,0.272,0.107,0.176,0.168,566.0,0.624,0.069,0.115,0.046,0.062,0.311,0.051,0.588,0.034,0.242,0.027,0.0,0.0,0.08,0.136,0.6,0.527,0.853,0.79,0.963,2.6,10004.0,0.106557377,899.0,561.0,410.0,1235.0,257.0,0.457963169368,4.47,1460.0,0
1502M600,0.930508494377,0.0694915279746,0.814124286175,391.916666667,2.0,2.66,2.45,68.0,80.0,72.0,74.0,442.0,433.0,427.0,0.416,0.212,0.153,0.681,1770.0,0.909,0.072,0.203,0.058,0.05,0.363,0.022,0.538,0.036,0.139,0.038,0.584,0.155,0.125,0.102,0.806,0.724,0.937,0.84,0.953,4.8,10011.0,0.0277778,899.0,561.0,465.0,1302.0,294.0,0.434667081067,5.11,1460.0,0
1502M615,0.396355360746,0.603644669056,0.874715268612,391.916666667,2.0,2.41,2.31,66.0,83.0,70.0,80.0,418.0,439.0,400.0,0.268,0.28,0.256,0.495,439.0,0.866,0.037,0.134,0.024,0.082,0.289,0.027,0.574,0.018,0.191,0.032,0.33,0.0,0.082,0.0,0.804,0.756,0.884,0.84,0.96,6.9,10013.0,0.082474227,899.0,561.0,450.0,1257.0,299.0,0.440788074537,4.72,1460.0,0
1502M625,0.541666686535,0.458333343267,1.0,391.916666667,2.0,2.24,2.04,58.0,67.0,57.0,59.0,413.0,405.0,414.0,0.052,0.139,0.102,0.045,336.0,0.455,0.04,0.059,0.02,0.018,0.339,0.051,0.601,0.065,0.244,0.021,0.0,0.0,0.0,0.006,0.312,0.373,0.664,0.8,0.945,3.8,10019.0,0.213333333,1500.0,855.0,420.0,1232.0,241.0,0.49756531701,4.28,2355.0,0
1502M630,0.587398350239,0.412601619959,0.684281826019,391.916666667,2.0,2.76,2.55,64.0,74.0,68.0,76.0,475.0,455.0,458.0,0.369,0.172,0.106,0.72,1476.0,0.847,0.095,0.125,0.077,0.085,0.241,0.012,0.547,0.02,0.167,0.108,0.449,0.615,0.217,0.057,0.701,0.59,0.911,0.85,0.965,0.8,10019.0,0.0320513,823.0,657.0,450.0,1388.0,282.0,0.39089177554,5.31,1480.0,0
1502M655,0.502152085304,0.497847914696,0.725968420506,391.916666667,2.0,2.38,2.28,62.0,71.0,63.0,64.0,440.0,435.0,425.0,0.26,0.177,0.122,0.221,697.0,0.812,0.116,0.102,0.014,0.043,0.283,0.07,0.622,0.053,0.18,0.032,0.0,0.0,0.058,0.104,0.63,0.537,0.825,0.77,0.962,0.5,10128.0,0.078431373,899.0,561.0,420.0,1300.0,260.0,0.489219075385,4.66,1460.0,0
1503M283,0.641509413719,0.358490556479,0.886792480946,391.916666667,2.0,2.23,2.15,63.0,63.0,61.0,59.0,376.0,362.0,385.0,0.076,0.07,0.105,0.061,53.0,0.545,0.053,0.105,0.035,0.019,0.377,0.151,0.566,0.0,0.34,0.038,0.0,0.0,0.0,0.076,0.5,0.386,0.825,0.84,0.966,3.0,10457.0,0.2,1500.0,855.0,420.0,1123.0,246.0,0.46429,4.38,2355.0,0
1503M299,0.512304246426,0.487695753574,0.796420574188,391.916666667,3.0,2.25,2.12,63.0,73.0,59.0,68.0,389.0,375.0,380.0,0.175,0.215,0.086,0.33,447.0,0.784,0.075,0.086,0.0,0.004,0.385,0.128,0.588,0.04,0.226,0.009,0.0,0.0,0.052,0.0,0.588,0.473,0.83,0.79,0.967,10.0,10023.0,0.072916667,899.0,561.0,401.0,1144.0,263.0,0.508195878197,4.37,1460.0,0
1503M307,0.536407768726,0.463592231274,0.745145618916,391.916666667,3.0,2.25,2.13,66.0,68.0,54.0,70.0,419.0,392.0,396.0,0.121,0.145,0.105,0.091,412.0,0.717,0.053,0.105,0.039,0.019,0.364,0.095,0.578,0.002,0.206,0.017,0.0,0.0,0.0,0.02,0.495,0.447,0.841,0.81,0.981,6.4,10023.0,0.145833333,899.0,561.0,375.0,1207.0,258.0,0.488487000305,4.38,1460.0,0
1503M402,0.424929171801,0.575070798397,0.90368270874,391.916666667,3.0,2.22,2.13,64.0,67.0,60.0,67.0,371.0,393.0,378.0,0.1,0.149,0.015,0.025,353.0,0.663,0.03,0.164,0.015,0.011,0.232,0.161,0.72,0.011,0.263,0.028,0.0,0.0,0.0,0.0,0.6,0.403,0.842,0.76,0.968,1.9,10024.0,0.128205128,899.0,561.0,420.0,1142.0,258.0,0.583586282598,4.35,1460.0,0
1503M403,0.485887110233,0.514112889767,0.850806474686,391.916666667,3.0,2.28,2.16,64.0,67.0,63.0,71.0,407.0,406.0,413.0,0.461,0.172,0.14,0.508,496.0,0.773,0.032,0.151,0.032,0.024,0.25,0.133,0.663,0.012,0.238,0.054,0.0,0.0,0.023,0.055,0.594,0.548,0.872,0.8,0.965,2.8,10024.0,0.108527132,899.0,561.0,420.0,1226.0,265.0,0.514785440305,4.44,1460.0,0
1503M415,0.660674154758,0.339325845242,1.0,952.666666667,3.0,2.28,2.08,57.0,70.0,63.0,61.0,401.0,381.0,392.0,0.07,0.116,0.053,0.07,445.0,0.64,0.063,0.074,0.021,0.018,0.52,0.048,0.442,0.098,0.221,0.01,0.0,0.0,0.018,0.07,0.526,0.337,0.782,0.82,0.968,3.4,10026.0,0.0619469,899.0,561.0,465.0,1174.0,251.0,0.475653504744,4.36,1460.0,0
1503M417,0.591731250286,0.408268719912,0.49870800972,391.916666667,3.0,2.89,2.65,69.0,83.0,77.0,75.0,491.0,489.0,500.0,0.465,0.219,0.137,0.337,387.0,0.921,0.11,0.164,0.178,0.088,0.158,0.013,0.401,0.003,0.176,0.318,0.0,0.0,0.01,0.158,0.891,0.836,0.938,0.86,0.97,5.0,10024.0,0.0196078,823.0,657.0,380.0,1480.0,304.0,0.3163929233,5.54,1480.0,0
1503M479,0.646692633629,0.353307396173,0.27003890276,1611.25,3.0,3.53,3.26,65.0,87.0,64.0,67.0,586.0,583.0,595.0,0.912,0.02,0.115,0.842,1285.0,0.997,0.181,0.135,0.382,0.089,0.137,0.001,0.238,0.0,0.058,0.518,0.0,0.0,0.391,0.391,0.828,0.852,0.964,0.92,0.982,10.9,10036.0,0.0,1001.0,858.0,420.0,1764.0,283.0,0.364667891704,6.79,1859.0,1
1503M485,0.730929791927,0.269070208073,0.300189763308,391.916666667,3.0,3.58,3.35,77.0,90.0,87.0,89.0,592.0,592.0,597.0,0.891,0.021,0.13,0.973,2635.0,0.979,0.233,0.178,0.276,0.194,0.113,0.0,0.194,0.0,0.023,0.453,0.0,0.828,0.666,0.287,0.885,0.846,0.954,0.81,0.965,1.8,10023.0,0.00151057,1046.0,686.0,480.0,1781.0,343.0,0.322211674116,6.93,1732.0,1
1503M492,0.556862771511,0.443137258291,0.89411765337,391.916666667,3.0,2.43,2.28,61.0,72.0,63.0,65.0,417.0,415.0,402.0,0.202,0.172,0.155,0.307,510.0,0.728,0.086,0.043,0.06,0.024,0.42,0.059,0.527,0.045,0.163,0.022,0.0,0.0,0.167,0.114,0.605,0.534,0.845,0.78,0.966,3.8,10023.0,0.133928571,1046.0,686.0,405.0,1234.0,261.0,0.461629188813,4.71,1732.0,0
1503M494,0.333333343267,0.666666686535,0.904040396214,391.916666667,3.0,2.25,2.17,61.0,65.0,58.0,62.0,428.0,421.0,406.0,0.146,0.108,0.122,0.199,594.0,0.636,0.036,0.115,0.014,0.039,0.325,0.106,0.593,0.047,0.221,0.029,0.0,0.0,0.033,0.013,0.444,0.396,0.767,0.73,0.937,12.9,10023.0,0.112582781,1001.0,858.0,405.0,1255.0,246.0,0.472781208727,4.42,1859.0,0
1503M541,0.580931246281,0.419068723917,0.618625283241,391.916666667,3.0,3.26,3.2,77.0,86.0,88.0,86.0,531.0,581.0,535.0,0.897,0.017,0.627,1.0,451.0,0.991,0.093,0.11,0.059,0.259,0.164,0.0,0.379,0.0,0.093,0.131,0.0,0.0,0.0,0.224,0.972,0.915,0.976,0.9,0.956,1.8,10023.0,0.0,1001.0,858.0,390.0,1647.0,337.0,0.292684916179,6.46,1859.0,1
1503M859,0.519480526447,0.480519473553,0.155844151974,391.916666667,3.0,3.11,2.95,71.0,71.0,83.0,67.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,231.0,0.738,0.058,0.075,0.029,0.185,0.217,0.011,0.152,0.0,0.141,0.293,0.0,0.0,0.045,0.04,0.632,0.514,0.96,0.91,0.979,5.2,10023.0,0.0752283935,1001.0,858.0,390.0,1221.5,292.0,0.265214124718,6.06,1859.0,0
1503M860,0.435523122549,0.564476907253,0.703163027763,952.666666667,3.0,2.14,2.02,61.0,68.0,57.0,63.0,384.0,390.0,373.0,0.116,0.136,0.119,0.101,411.0,0.638,0.034,0.136,0.051,0.022,0.678,0.08,0.263,0.0,0.217,0.019,0.0,0.0,0.029,0.217,0.638,0.525,0.796,0.81,0.98,4.9,10026.0,0.072463768,1001.0,858.0,420.0,1147.0,249.0,0.549294635413,4.16,1859.0,0
1504M372,0.491124272346,0.508875727654,0.946745574474,926.416666667,4.0,2.15,2.15,54.0,67.0,60.0,58.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,507.0,0.738,0.058,0.075,0.029,0.013,0.131,0.418,0.831,0.089,0.219,0.021,0.0,0.0,0.045,0.04,0.632,0.514,0.853,0.84,0.969,0.1,10029.0,0.0752283935,996.0,971.0,420.0,1221.5,239.0,0.71403283818,4.3,1967.0,0
